Train_StationName,Suburb,Street_Name,Street_Type,Entrance_Type,Latitude,Longitude,Exit_Number,TrainStation_ID,LatLong
"Flemington","Flemington","The Crescent","NA","Stairs",-33.86389281,151.0702391,0,315,"-33.86389281,151.0702391"
"Glenbrook","Glenbrook","Burfitt","Pde","Ramp",-33.76902646,150.6212638,0,319,"-33.76902646,150.6212638"
"Glenfield","Glenfield","service road","NA","Stairs",-33.97173912,150.893269,0,321,"-33.97173912,150.893269"
"Glenfield","Glenfield","service road","NA","Lift",-33.97183034,150.8931736,0,323,"-33.97183034,150.8931736"
"Gordon","Gordon","Wade","Lane","Ramp",-33.75568255,151.1539778,0,329,"-33.75568255,151.1539778"
"Gosford","Gosford","Burns","Cres","Lift",-33.42348002,151.3419443,0,330,"-33.42348002,151.3419443"
"Gosford","Gosford","Burns","Cres","Stairs",-33.42348165,151.341911,0,331,"-33.42348165,151.341911"
"Granville","Granville","Memorial","Dr","Ramp",-33.8327767,151.0114916,0,336,"-33.8327767,151.0114916"
"Granville","Granville","Memorial","Dr","Ramp",-33.83290042,151.0114055,0,337,"-33.83290042,151.0114055"
"Hazelbrook","Hazelbrook","Great Western","Hwy","Stairs",-33.72353033,150.454573,0,364,"-33.72353033,150.454573"
"Hazelbrook","Hazelbrook","Great Western","Hwy","Ramp",-33.72308654,150.454017,0,365,"-33.72308654,150.454017"
"Heathcote","Heathcote","Wilson","Pde","Path",-34.08792484,151.0084291,0,367,"-34.08792484,151.0084291"
"Heathcote","Heathcote","Wilson","Pde","Ramp",-34.08793975,151.0084144,0,368,"-34.08793975,151.0084144"
"Heathcote","Heathcote","Princes","Hwy","Ramp",-34.0877856,151.008298,0,369,"-34.0877856,151.008298"
"Heathcote","Heathcote","Princes","Hwy","Path",-34.08780235,151.0082859,0,370,"-34.08780235,151.0082859"
"High Street","High Street","Le Darcy","Dr","Ramp",-32.74197207,151.5641955,0,375,"-32.74197207,151.5641955"
"Holsworthy","Holsworthy","The Boulevarde","NA","Stairs",-33.96292706,150.9565045,0,377,"-33.96292706,150.9565045"
"Holsworthy","Holsworthy","The Boulevarde","NA","Ramp",-33.96297936,150.9564564,0,378,"-33.96297936,150.9564564"
"Holsworthy","Holsworthy","The Boulevarde","NA","Lift",-33.96282915,150.9563519,0,379,"-33.96282915,150.9563519"
"Homebush","Homebush","Loftus","Cres","Stairs",-33.86641951,151.0864214,0,380,"-33.86641951,151.0864214"
"Homebush","Homebush","The Crescent","NA","Ramp",-33.866968,151.0861075,0,381,"-33.866968,151.0861075"
"Homebush","Homebush","The Crescent","NA","Stairs",-33.8669269,151.0860951,0,382,"-33.8669269,151.0860951"
"Hornsby","Hornsby","Hunter","Lane","Ramp",-33.703839,151.099774,0,383,"-33.703839,151.099774"
"Hurstville","Hurstville","Ormonde","Pde","Stairs",-33.96768463,151.102359,0,391,"-33.96768463,151.102359"
"Hurstville","Hurstville","Ormonde","Pde","Lift",-33.96763205,151.1022885,0,392,"-33.96763205,151.1022885"
"International","International","Departure","Plza","Escalators",-33.93518102,151.166541,0,400,"-33.93518102,151.166541"
"International","International","Departure","Plza","Lift",-33.93520792,151.1664707,0,401,"-33.93520792,151.1664707"
"International","International","Departure","Plza","Lift",-33.93519882,151.1664469,0,402,"-33.93519882,151.1664469"
"Katoomba","Katoomba","Goldsmith","Pl","Ramp",-33.71194806,150.3121686,0,411,"-33.71194806,150.3121686"
"Kembla Grange","Kembla Grange","West Dapto","NA","Ramp",-34.47012644,150.8177961,0,415,"-34.47012644,150.8177961"
"Kingswood","Kingswood","Great Western","Hwy","Lift",-33.75842616,150.720233,0,426,"-33.75842616,150.720233"
"Kingswood","Kingswood","Great Western","Hwy","Stairs",-33.75836745,150.720071,0,428,"-33.75836745,150.720071"
"Koolewong","Koolewong","Glenrock","Pde","Stairs",-33.46613312,151.3184763,0,436,"-33.46613312,151.3184763"
"Koolewong","Koolewong","Glenrock","Pde","Stairs",-33.46614412,151.3183699,0,437,"-33.46614412,151.3183699"
"Kotara","Kotara","Kotara","Pl","Ramp",-32.94136917,151.6974634,0,439,"-32.94136917,151.6974634"
"Lakemba","Lakemba","The Boulevarde","NA","Lift",-33.92010158,151.0763703,0,440,"-33.92010158,151.0763703"
"Lawson","Lawson","Great Western","Hwy","Ramp",-33.71914265,150.4300609,0,446,"-33.71914265,150.4300609"
"Lawson","Lawson","Great Western","Hwy","Ramp",-33.71943599,150.4294992,0,448,"-33.71943599,150.4294992"
"Leightonfield","Leightonfield","Monier","Sq","Ramp",-33.88189412,150.9851028,0,452,"-33.88189412,150.9851028"
"Linden","Linden","Great Western","Hwy","Path",-33.71533075,150.5053218,0,476,"-33.71533075,150.5053218"
"Lindfield","Lindfield","Pacific","Hwy","Stairs",-33.77595464,151.1693,0,481,"-33.77595464,151.1693"
"Lindfield","Lindfield","Pacific","Hwy","Ramp",-33.77573861,151.1691075,0,483,"-33.77573861,151.1691075"
"Lindfield","Lindfield","Pacific","Hwy","Stairs",-33.77570298,151.1690761,0,484,"-33.77570298,151.1690761"
"Lisarow","Lisarow","Pacific","Hwy","Stairs",-33.38218451,151.3701793,0,485,"-33.38218451,151.3701793"
"Lisarow","Lisarow","Pacific","Hwy","Path",-33.38219289,151.3701652,0,486,"-33.38219289,151.3701652"
"Lochinvar","Lochinvar","Station","Lane","Ramp",-32.72048397,151.450531,0,494,"-32.72048397,151.450531"
"Lochinvar","Lochinvar","Station","Lane","Ramp",-32.72039462,151.4504811,0,495,"-32.72039462,151.4504811"
"Medlow Bath","Medlow Bath","Great Western","Hwy","Ramp",-33.67465401,150.2811412,0,541,"-33.67465401,150.2811412"
"Medlow Bath","Medlow Bath","Great Western","Hwy","Stairs",-33.67295305,150.2803919,0,542,"-33.67295305,150.2803919"
"Merrylands","Merrylands","Terminal","Pl","Ramp",-33.83631419,150.9926662,0,548,"-33.83631419,150.9926662"
"Merrylands","Merrylands","Terminal","Pl","Stairs",-33.83658243,150.9922814,0,552,"-33.83658243,150.9922814"
"Merrylands","Merrylands","Terminal","Pl","Lift",-33.83679089,150.992228,0,553,"-33.83679089,150.992228"
"Merrylands","Merrylands","Terminal","Pl","Stairs",-33.83671583,150.9921634,0,554,"-33.83671583,150.9921634"
"Merrylands","Merrylands","Terminal","Pl","Ramp",-33.83685144,150.9920152,0,556,"-33.83685144,150.9920152"
"Merrylands","Merrylands","Terminal","Pl","Stairs",-33.83705075,150.9918377,0,557,"-33.83705075,150.9918377"
"Metford","Metford","McCubbin","Cl","Stairs",-32.76547854,151.6182929,0,558,"-32.76547854,151.6182929"
"Metford","Metford","McCubbin","Cl","Lift",-32.76536099,151.6181329,0,559,"-32.76536099,151.6181329"
"Mortdale","Mortdale","Cook","Lane","Lift",-33.97104094,151.0808798,0,582,"-33.97104094,151.0808798"
"Mortdale","Mortdale","Cook","Lane","Stairs",-33.97116587,151.0808093,0,583,"-33.97116587,151.0808093"
"Mount Colah","Mount Colah","Pacific","Hwy","Stairs",-33.67129214,151.1150982,0,586,"-33.67129214,151.1150982"
"Mount Druitt","Mount Druitt","North","Pde","Ramp",-33.76905662,150.8203218,0,587,"-33.76905662,150.8203218"
"Mount Druitt","Mount Druitt","North","Pde","Stairs",-33.76888448,150.8203141,0,588,"-33.76888448,150.8203141"
"Mount Druitt","Mount Druitt","North","Pde","Lift",-33.76903287,150.8201866,0,589,"-33.76903287,150.8201866"
"Mount Druitt","Mount Druitt","North","Pde","Stairs",-33.76940294,150.820177,0,590,"-33.76940294,150.820177"
"Mount Druitt","Mount Druitt","North","Pde","Lift",-33.76941054,150.8201425,0,592,"-33.76941054,150.8201425"
"Mount Druitt","Mount Druitt","North","Pde","Lift",-33.76885586,150.8198575,0,595,"-33.76885586,150.8198575"
"Mount Druitt","Mount Druitt","North","Pde","Stairs",-33.76903298,150.8197793,0,596,"-33.76903298,150.8197793"
"Mount Druitt","Mount Druitt","North","Pde","Stairs",-33.76883389,150.8195934,0,597,"-33.76883389,150.8195934"
"Mount Kurring-gai","Mount Kurring-gai","Pacific","Hwy","Ramp",-33.65376948,151.1365683,0,600,"-33.65376948,151.1365683"
"Narara","Narara","Goonak","Pde","Path",-33.39478142,151.3445536,0,614,"-33.39478142,151.3445536"
"Narara","Narara","Narara Valley","Dr","Stairs",-33.39459444,151.3444334,0,615,"-33.39459444,151.3444334"
"Narara","Narara","Narara Valley","Dr","Path",-33.39460601,151.3444151,0,616,"-33.39460601,151.3444151"
"Narwee","Narwee","Hurst","Pl","Path",-33.94783139,151.0706442,0,618,"-33.94783139,151.0706442"
"Normanhurst","Normanhurst","Denman","Pde","Path",-33.72090894,151.0971516,0,627,"-33.72090894,151.0971516"
"Oak Flats","Oak Flats","Stanford","Dr","Ramp",-34.57198187,150.8206117,0,642,"-34.57198187,150.8206117"
"Oak Flats","Oak Flats","Stanford","Dr","Stairs",-34.57188882,150.8204536,0,643,"-34.57188882,150.8204536"
"Oak Flats","Oak Flats","Stanford","Dr","Ramp",-34.57173048,150.8202085,0,644,"-34.57173048,150.8202085"
"Oatley","Oatley","Oatley","Pde","Lift",-33.98022837,151.0792926,0,645,"-33.98022837,151.0792926"
"Padstow","Padstow","Memorial","Dr","Ramp",-33.95176466,151.0319792,0,672,"-33.95176466,151.0319792"
"Padstow","Padstow","Memorial","Dr","Path",-33.95200543,151.0319661,0,673,"-33.95200543,151.0319661"
"Padstow","Padstow","Memorial","Dr","Stairs",-33.95170664,151.0319304,0,674,"-33.95170664,151.0319304"
"Parramatta","Parramatta","Liverpool-Parramatta","T-way","Lift",-33.81823772,151.0059293,0,678,"-33.81823772,151.0059293"
"Parramatta","Parramatta","Liverpool-Parramatta","T-way","Stairs",-33.81819896,151.0058847,0,679,"-33.81819896,151.0058847"
"Parramatta","Parramatta","Liverpool-Parramatta","T-way","Stairs",-33.81753109,151.005003,0,680,"-33.81753109,151.005003"
"Parramatta","Parramatta","Liverpool-Parramatta","T-way","Lift",-33.81737628,151.0046956,0,682,"-33.81737628,151.0046956"
"Parramatta","Parramatta","Liverpool-Parramatta","T-way","Escalators",-33.81757268,151.0045096,0,684,"-33.81757268,151.0045096"
"Parramatta","Parramatta","Liverpool-Parramatta","T-way","Stairs",-33.8172046,151.0044433,0,685,"-33.8172046,151.0044433"
"Point Clare","Point Clare","Brisbane Water","Dr","Stairs",-33.44618258,151.3282641,0,715,"-33.44618258,151.3282641"
"Point Clare","Point Clare","Brisbane Water","Dr","Ramp",-33.44621399,151.3282199,0,716,"-33.44621399,151.3282199"
"Punchbowl","Punchbowl","The Boulevarde","NA","Stairs",-33.92556758,151.0555716,0,721,"-33.92556758,151.0555716"
"Pymble","Pymble","Pacific","Hwy","Stairs",-33.74498339,151.1421989,0,723,"-33.74498339,151.1421989"
"Riverstone","Riverstone","Garfield","Rd W","Path",-33.67976814,150.860729,0,745,"-33.67976814,150.860729"
"Riverstone","Riverstone","Garfield","Rd W","Path",-33.67985685,150.8605208,0,746,"-33.67985685,150.8605208"
"Riverstone","Riverstone","Riverstone","Pde","Path",-33.67905167,150.8604401,0,747,"-33.67905167,150.8604401"
"Rockdale","Rockdale","Geeves","Lane","Stairs",-33.9523035,151.1369871,0,750,"-33.9523035,151.1369871"
"Rockdale","Rockdale","Geeves","Lane","Lift",-33.95248742,151.1368614,0,751,"-33.95248742,151.1368614"
"Rockdale","Rockdale","Geeves","Lane","Stairs",-33.95258099,151.1368441,0,752,"-33.95258099,151.1368441"
"Rooty Hill","Rooty Hill","North","Pde","Stairs",-33.7714864,150.8442846,0,756,"-33.7714864,150.8442846"
"Rosehill","Rosehill","James Ruse","Dr","Stairs",-33.82303843,151.0222311,0,759,"-33.82303843,151.0222311"
"Rosehill","Rosehill","James Ruse","Dr","Stairs",-33.82322002,151.0222102,0,760,"-33.82322002,151.0222102"
"Rosehill","Rosehill","James Ruse","Dr","Ramp",-33.82308432,151.0218152,0,761,"-33.82308432,151.0218152"
"Roseville","Roseville","Pacific","Hwy","Ramp",-33.7846798,151.177749,0,763,"-33.7846798,151.177749"
"Rozelle Bay LR","Rozelle Bay LR","Bayview","Cres","Ramp",-33.87185725,151.1729488,0,764,"-33.87185725,151.1729488"
"Rozelle Bay LR","Rozelle Bay LR","Bayview","Cres","Ramp",-33.8719533,151.1729143,0,765,"-33.8719533,151.1729143"
"Rozelle Bay LR","Rozelle Bay LR","The Crescent","NA","Stairs",-33.8717488,151.1728699,0,766,"-33.8717488,151.1728699"
"Seven Hills","Seven Hills","Prospect","Hwy","Stairs",-33.77410577,150.9361911,0,781,"-33.77410577,150.9361911"
"Seven Hills","Seven Hills","The Hills","Cres","Lift",-33.77455756,150.9361722,0,782,"-33.77455756,150.9361722"
"Seven Hills","Seven Hills","Prospect","Hwy","Lift",-33.77407161,150.9360893,0,783,"-33.77407161,150.9360893"
"Seven Hills","Seven Hills","Prospect","Hwy","Ramp",-33.77410285,150.9359253,0,784,"-33.77410285,150.9359253"
"Seven Hills","Seven Hills","The Hills","Cres","Ramp",-33.77452,150.935432,0,785,"-33.77452,150.935432"
"Shellharbour","Shellharbour","Piper","Dr","Lift",-34.59125149,150.8448185,0,786,"-34.59125149,150.8448185"
"Shellharbour","Shellharbour","Piper","Dr","Stairs",-34.5913074,150.8448018,0,787,"-34.5913074,150.8448018"
"Shellharbour","Shellharbour","Piper","Dr","Lift",-34.59122591,150.8446697,0,788,"-34.59122591,150.8446697"
"Shellharbour","Shellharbour","Piper","Dr","Stairs",-34.59128718,150.8446519,0,789,"-34.59128718,150.8446519"
"St Leonards","St Leonards","Sergeants","Lane","Stairs",-33.82224634,151.1947629,0,800,"-33.82224634,151.1947629"
"St Leonards","St Leonards","Sergeants","Lane","Lift",-33.82222391,151.1947607,0,801,"-33.82222391,151.1947607"
"St Peters","St Peters","May","Lane","Path",-33.90745391,151.1808612,0,810,"-33.90745391,151.1808612"
"Strathfield","Strathfield","Strathfield","Sq","Ramp",-33.87220808,151.0942838,0,818,"-33.87220808,151.0942838"
"Summer Hill","Summer Hill","Grosvenor","Cres","Stairs",-33.8901592,151.1389449,0,820,"-33.8901592,151.1389449"
"Summer Hill","Summer Hill","Carlton","Cres","Lift",-33.89053286,151.1389072,0,821,"-33.89053286,151.1389072"
"Summer Hill","Summer Hill","Grosvenor","Cres","Lift",-33.89010644,151.1387528,0,822,"-33.89010644,151.1387528"
"Summer Hill","Summer Hill","Carlton","Cres","Stairs",-33.89044157,151.1386413,0,823,"-33.89044157,151.1386413"
"Summer Hill","Summer Hill","Carlton","Cres","Ramp",-33.89043171,151.1386155,0,824,"-33.89043171,151.1386155"
"Sutherland","Sutherland","East","Pde","Lift",-34.0315702,151.0574323,0,825,"-34.0315702,151.0574323"
"Sutherland","Sutherland","East","Pde","Path",-34.0315567,151.0573425,0,826,"-34.0315567,151.0573425"
"Sutherland","Sutherland","East","Pde","Stairs",-34.03183438,151.0569098,0,827,"-34.03183438,151.0569098"
"Sutherland","Sutherland","East","Pde","Ramp",-34.03183438,151.0569098,0,828,"-34.03183438,151.0569098"
"Tascott","Tascott","Brisbane Water","Dr","Ramp",-33.45083997,151.3188156,0,836,"-33.45083997,151.3188156"
"Tascott","Tascott","Brisbane Water","Dr","Stairs",-33.45088295,151.318787,0,837,"-33.45088295,151.318787"
"Tascott","Tascott","Glenrock","Pde","Ramp",-33.45077303,151.3187403,0,838,"-33.45077303,151.3187403"
"Tascott","Tascott","Glenrock","Pde","Stairs",-33.45094989,151.3183448,0,839,"-33.45094989,151.3183448"
"Tempe","Tempe","Richardson","Cres","Stairs",-33.92358032,151.1564713,0,853,"-33.92358032,151.1564713"
"Tempe","Tempe","Richardson","Cres","Stairs",-33.92389629,151.1563979,0,854,"-33.92389629,151.1563979"
"Thornleigh","Thornleigh","The Esplanade","NA","Stairs",-33.73180916,151.0781183,0,865,"-33.73180916,151.0781183"
"Toongabbie","Toongabbie","Portice","Pde","Ramp",-33.78714281,150.9511669,0,869,"-33.78714281,150.9511669"
"Tuggerah","Tuggerah","Bryant","Dr","Ramp",-33.3077456,151.4204201,0,881,"-33.3077456,151.4204201"
"Tuggerah","Tuggerah","Bryant","Dr","Stairs",-33.3077456,151.4204201,0,882,"-33.3077456,151.4204201"
"Tuggerah","Tuggerah","Pacific","Hwy","Ramp",-33.30747496,151.4200755,0,883,"-33.30747496,151.4200755"
"Tuggerah","Tuggerah","Pacific","Hwy","Stairs",-33.30767799,151.4200382,0,884,"-33.30767799,151.4200382"
"Valley Heights","Valley Heights","Great Western","Hwy","Stairs",-33.70388256,150.5840807,0,890,"-33.70388256,150.5840807"
"Valley Heights","Valley Heights","Great Western","Hwy","Ramp",-33.70385585,150.5840194,0,891,"-33.70385585,150.5840194"
"Valley Heights","Valley Heights","Great Western","Hwy","Stairs",-33.70414867,150.5836892,0,892,"-33.70414867,150.5836892"
"Waitara","Waitara","Alexandria","Pde","Path",-33.71028639,151.105246,0,899,"-33.71028639,151.105246"
"Warabrook","Warabrook","Eucalyptus","Cres","Ramp",-32.88698384,151.7111872,0,902,"-32.88698384,151.7111872"
"Warrimoo","Warrimoo","Great Western","Hwy","Stairs",-33.721589,150.6027819,0,913,"-33.721589,150.6027819"
"Warrimoo","Warrimoo","Great Western","Hwy","Ramp",-33.7215927,150.6027681,0,914,"-33.7215927,150.6027681"
"Warrimoo","Warrimoo","Great Western","Hwy","Ramp",-33.72206858,150.602657,0,915,"-33.72206858,150.602657"
"Warrimoo","Warrimoo","Great Western","Hwy","Stairs",-33.72204408,150.6025654,0,916,"-33.72204408,150.6025654"
"Wentworthville","Wentworthville","The Kingsway","NA","Stairs",-33.80725292,150.972304,0,929,"-33.80725292,150.972304"
"Wentworthville","Wentworthville","The Kingsway","NA","Ramp",-33.80706875,150.9718275,0,931,"-33.80706875,150.9718275"
"Werrington","Werrington","Victoria","Lane","Stairs",-33.7590496,150.7575668,0,932,"-33.7590496,150.7575668"
"Werrington","Werrington","Victoria","Lane","Lift",-33.75903757,150.7574454,0,934,"-33.75903757,150.7574454"
"West Ryde","West Ryde","West","Pde","Ramp",-33.80687546,151.0901576,0,938,"-33.80687546,151.0901576"
"West Ryde","West Ryde","West","Pde","Ramp",-33.80704425,151.0900831,0,939,"-33.80704425,151.0900831"
"West Ryde","West Ryde","West","Pde","Stairs",-33.8074677,151.0899608,0,940,"-33.8074677,151.0899608"
"Wolli","Wolli","Brodie Spark","Dr","Stairs",-33.92867126,151.1544432,0,952,"-33.92867126,151.1544432"
"Wolli","Wolli","Brodie Spark","Dr","Lift",-33.92868435,151.1543587,0,953,"-33.92868435,151.1543587"
"Wolli","Wolli","Discovery Point","Pl","Lift",-33.92884985,151.1538917,0,954,"-33.92884985,151.1538917"
"Wolli","Wolli","Discovery Point","Pl","Stairs",-33.92882963,151.153842,0,955,"-33.92882963,151.153842"
"Wollongong","Wollongong","Railway Staiton","Sq","Path",-34.42720865,150.8879475,0,962,"-34.42720865,150.8879475"
"Wollongong","Wollongong","Railway Staiton","Sq","Ramp",-34.42679193,150.8878175,0,963,"-34.42679193,150.8878175"
"Wollstonecraft","Wollstonecraft","Milner","Cres","Path",-33.8315907,151.1925953,0,964,"-33.8315907,151.1925953"
"Wondabyne","Wondabyne","Wondabyne Wharf","NA","Ramp",-33.49202131,151.2571482,0,970,"-33.49202131,151.2571482"
"Woodford","Woodford","Great Western","Hwy","Ramp",-33.73546893,150.4818417,0,972,"-33.73546893,150.4818417"
"Woodford","Woodford","Great Western","Hwy","Ramp",-33.73526715,150.4808855,0,973,"-33.73526715,150.4808855"
"Woolooware","Woolooware","Swan","St N","Stairs",-34.04741225,151.1437622,0,974,"-34.04741225,151.1437622"
"Woolooware","Woolooware","Swan","St N","Lift",-34.04744884,151.1437013,0,975,"-34.04744884,151.1437013"
"Wyong","Wyong","Pacific","Hwy","Lift",-33.28524935,151.4252208,0,1002,"-33.28524935,151.4252208"
"Wyong","Wyong","Pacific","Hwy","Stairs",-33.2853225,151.4251587,0,1003,"-33.2853225,151.4251587"
"Yagoona","Yagoona","Hume","Hwy","Path",-33.90733106,151.0246767,0,1004,"-33.90733106,151.0246767"
"Yerrinbool","Yerrinbool","Old Hume","Hwy","Path",-34.37159251,150.5434481,0,1009,"-34.37159251,150.5434481"
"Allawah","Allawah","Railway","Pde","Ramp",-33.96996874,151.1149448,0,11,"-33.96996874,151.1149448"
"Allawah","Allawah","Railway","Pde","Lift",-33.96987782,151.1144352,0,14,"-33.96987782,151.1144352"
"Allawah","Allawah","Railway","Pde","Ramp",-33.96988689,151.1142405,0,15,"-33.96988689,151.1142405"
"Austinmer","Austinmer","Railway","Ave","Path",-34.30650136,150.9289071,0,35,"-34.30650136,150.9289071"
"Bullaburra","Bullaburra","Railway","Pde","Stairs",-33.72316759,150.4149891,0,108,"-33.72316759,150.4149891"
"Cabramatta","Cabramatta","Railway","Pde","Lift",-33.89459892,150.9388134,0,121,"-33.89459892,150.9388134"
"Cabramatta","Cabramatta","Railway","Pde","Ramp",-33.89494229,150.9387321,0,122,"-33.89494229,150.9387321"
"Cabramatta","Cabramatta","Railway","Pde","Path",-33.89510227,150.9386596,0,123,"-33.89510227,150.9386596"
"Canley Vale","Canley Vale","Railway","Pde","Stairs",-33.88723441,150.9434805,0,136,"-33.88723441,150.9434805"
"Canley Vale","Canley Vale","Railway","Pde","Ramp",-33.88734662,150.9434198,0,137,"-33.88734662,150.9434198"
"Carlton","Carlton","Railway","Pde","Lift",-33.96842236,151.1245362,0,151,"-33.96842236,151.1245362"
"Carlton","Carlton","Railway","Pde","Stairs",-33.96846874,151.1243442,0,153,"-33.96846874,151.1243442"
"Eastwood","Eastwood","Railway","Pde","Ramp",-33.78992993,151.0826671,0,270,"-33.78992993,151.0826671"
"Eastwood","Eastwood","Railway","Pde","Ramp",-33.79041058,151.0826361,0,271,"-33.79041058,151.0826361"
"Eastwood","Eastwood","Railway","Pde","Lift",-33.79017064,151.0825639,0,272,"-33.79017064,151.0825639"
"Glenfield","Glenfield","Railway","Pde","Stairs",-33.97207776,150.8935775,0,320,"-33.97207776,150.8935775"
"Glenfield","Glenfield","Railway","Pde","Lift",-33.97228674,150.8932557,0,322,"-33.97228674,150.8932557"
"Glenfield","Glenfield","Railway","Pde","Stairs",-33.9724757,150.8931251,0,324,"-33.9724757,150.8931251"
"Guildford","Guildford","Railway","Tce","Ramp",-33.854233,150.9846821,0,344,"-33.854233,150.9846821"
"Guildford","Guildford","Railway","Tce","Stairs",-33.85444912,150.9845955,0,346,"-33.85444912,150.9845955"
"Guildford","Guildford","Railway","Tce","Lift",-33.85456824,150.9844866,0,347,"-33.85456824,150.9844866"
"Hazelbrook","Hazelbrook","Railway","Pde","Path",-33.72367342,150.4539673,0,366,"-33.72367342,150.4539673"
"Jannali","Jannali","Railway","Cres","Ramp",-34.01609101,151.0648408,0,403,"-34.01609101,151.0648408"
"Jannali","Jannali","Railway","Cres","Path",-34.0158836,151.0647566,0,404,"-34.0158836,151.0647566"
"Kiama","Kiama","Railway","Pde","Path",-34.67259919,150.8543663,0,416,"-34.67259919,150.8543663"
"Lakemba","Lakemba","Railway","Pde","Lift",-33.91988075,151.0762517,0,441,"-33.91988075,151.0762517"
"Lakemba","Lakemba","Railway","Pde","Stairs",-33.919759,151.0761338,0,442,"-33.919759,151.0761338"
"Leura","Leura","Railway","Pde","Stairs",-33.71212061,150.3311289,0,463,"-33.71212061,150.3311289"
"Lewisham","Lewisham","Railway","Tce","Stairs",-33.8936359,151.1475441,0,465,"-33.8936359,151.1475441"
"Lisarow","Lisarow","Railway","Cres","Stairs",-33.38207165,151.3700848,0,487,"-33.38207165,151.3700848"
"Lisarow","Lisarow","Railway","Cres","Path",-33.38205966,151.3700717,0,488,"-33.38205966,151.3700717"
"Lithgow","Lithgow","Railway","Pde","Path",-33.48051667,150.1567066,0,490,"-33.48051667,150.1567066"
"Macquarie Fields","Macquarie Fields","Railway","Pde","Stairs",-33.98484292,150.8790781,0,504,"-33.98484292,150.8790781"
"Macquarie Fields","Macquarie Fields","Railway","Pde","Ramp",-33.98496652,150.8789376,0,505,"-33.98496652,150.8789376"
"Marayong","Marayong","Railway","Pde","Stairs",-33.7462306,150.9000471,0,517,"-33.7462306,150.9000471"
"Marayong","Marayong","Railway","Pde","Lift",-33.74602227,150.9000423,0,518,"-33.74602227,150.9000423"
"Marulan","Marulan","Railway","Pde","Path",-34.70959939,150.0056691,0,533,"-34.70959939,150.0056691"
"Merrylands","Merrylands","Railway","Tce","Ramp",-33.83669532,150.9926698,0,547,"-33.83669532,150.9926698"
"Merrylands","Merrylands","Railway","Tce","Stairs",-33.83680598,150.9925619,0,549,"-33.83680598,150.9925619"
"Merrylands","Merrylands","Railway","Tce","Lift",-33.83690608,150.9923757,0,550,"-33.83690608,150.9923757"
"Merrylands","Merrylands","Railway","Tce","Ramp",-33.83694829,150.992327,0,551,"-33.83694829,150.992327"
"Merrylands","Merrylands","Railway","Tce","Stairs",-33.83715442,150.992075,0,555,"-33.83715442,150.992075"
"Mittagong","Mittagong","Railway","Pde","Stairs",-34.4526389,150.4483852,0,572,"-34.4526389,150.4483852"
"Quakers Hill","Quakers Hill","Railway","Pde","Lift",-33.72743142,150.8860389,0,727,"-33.72743142,150.8860389"
"Quakers Hill","Quakers Hill","Railway","Pde","Stairs",-33.72721417,150.8858872,0,728,"-33.72721417,150.8858872"
"Scarborough","Scarborough","Railway","Ave","Stairs",-34.2656783,150.9654965,0,769,"-34.2656783,150.9654965"
"Scarborough","Scarborough","Railway","Ave","Stairs",-34.26551615,150.9651941,0,770,"-34.26551615,150.9651941"
"Schofields","Schofields","Railway","Tce","Path",-33.70483553,150.8742383,0,771,"-33.70483553,150.8742383"
"Schofields","Schofields","Railway","Tce","Lift",-33.7044383,150.8740174,0,772,"-33.7044383,150.8740174"
"Schofields","Schofields","Railway","Tce","Stairs",-33.70418713,150.8739328,0,773,"-33.70418713,150.8739328"
"Stanwell Park","Stanwell Park","Railway","Cres","Stairs",-34.22618328,150.9812344,0,814,"-34.22618328,150.9812344"
"Stanwell Park","Stanwell Park","Railway","Cres","Stairs",-34.22614425,150.9810046,0,815,"-34.22614425,150.9810046"
"Tallong","Tallong","Railway","Pde","Path",-34.71837568,150.0860928,0,833,"-34.71837568,150.0860928"
"Thirroul","Thirroul","Railway","Pde","Path",-34.31788392,150.918865,0,861,"-34.31788392,150.918865"
"Thirroul","Thirroul","Railway","Pde","Stairs",-34.31795869,150.9188517,0,862,"-34.31795869,150.9188517"
"Thornleigh","Thornleigh","Railway","Pde","Path",-33.73207901,151.0783738,0,863,"-33.73207901,151.0783738"
"Thornleigh","Thornleigh","Railway","Pde","Stairs",-33.73211866,151.0783327,0,864,"-33.73211866,151.0783327"
"Warrimoo","Warrimoo","Railway","Pde","Stairs",-33.72132609,150.6029511,0,912,"-33.72132609,150.6029511"
"Wentworth Falls","Wentworth Falls","Railway","Pde","Stairs",-33.70932977,150.3764898,0,924,"-33.70932977,150.3764898"
"West Ryde","West Ryde","Railway","Pde","Stairs",-33.80746637,151.0905793,0,936,"-33.80746637,151.0905793"
"West Ryde","West Ryde","Railway","Pde","Lift",-33.80747159,151.0904036,0,937,"-33.80747159,151.0904036"
"Westmead","Westmead","Railway","Pde","Stairs",-33.80836116,150.9881873,0,941,"-33.80836116,150.9881873"
"Westmead","Westmead","Railway","Pde","Ramp",-33.80819002,150.9877158,0,943,"-33.80819002,150.9877158"
"Wingello","Wingello","Railway","Pde","Path",-34.69233579,150.1583818,0,949,"-34.69233579,150.1583818"
"Woodford","Woodford","Railway","Pde","Stairs",-33.7357511,150.4821963,0,971,"-33.7357511,150.4821963"
"Woonona","Woonona","Railway","Pde","Stairs",-34.34956158,150.91536,0,979,"-34.34956158,150.91536"
