Train_StationName,Suburb,Street_Name,Street_Type,Entrance_Type,Latitude,Longitude,Exit_Number,TrainStation_ID,LatLong
"Kings Cross","Kings Cross","Victoria","St","Lift",-33.87426901,151.2222047,0,420,"-33.87426901,151.2222047"
"Kogarah","Kogarah","Regent","St","Lift",-33.9627467,151.1326877,0,431,"-33.9627467,151.1326877"
"Kogarah","Kogarah","Station","St","Lift",-33.96264352,151.1321917,0,433,"-33.96264352,151.1321917"
"Kogarah","Kogarah","Station","St","Ramp",-33.96279569,151.1321022,0,435,"-33.96279569,151.1321022"
"Lawson","Lawson","Lotus","St","Ramp",-33.7189722,150.4296065,0,447,"-33.7189722,150.4296065"
"Leichhardt North LR","Leichhardt North LR","James","St","Lift",-33.87498002,151.1550356,0,449,"-33.87498002,151.1550356"
"Lidcombe","Lidcombe","Church","St","Lift",-33.86346008,151.0447924,0,469,"-33.86346008,151.0447924"
"Lidcombe","Lidcombe","Railway","St","Lift",-33.86386787,151.0446069,0,471,"-33.86386787,151.0446069"
"Lilyfield LR","Lilyfield LR","Catherine","St","Ramp",-33.87419537,151.1648238,0,474,"-33.87419537,151.1648238"
"Liverpool","Liverpool","Biggs","St","Lift",-33.92438493,150.9269976,0,492,"-33.92438493,150.9269976"
"Loftus","Loftus","Pitt","St","Ramp",-34.04499976,151.0513888,0,496,"-34.04499976,151.0513888"
"Mascot","Mascot","Bourke","St","Escalators",-33.92315812,151.1873628,0,535,"-33.92315812,151.1873628"
"Mascot","Mascot","Bourke","St","Lift",-33.92336325,151.1873396,0,536,"-33.92336325,151.1873396"
"Meadowbank","Meadowbank","Bank","St","Lift",-33.81562759,151.0899398,0,539,"-33.81562759,151.0899398"
"Meadowbank","Meadowbank","Bank","St","Ramp",-33.81555584,151.089916,0,540,"-33.81555584,151.089916"
"Minnamurra","Minnamurra","North","St","Ramp",-34.62633044,150.8530098,0,563,"-34.62633044,150.8530098"
"Minto","Minto","Somerset","St","Lift",-34.0274664,150.842237,0,568,"-34.0274664,150.842237"
"Minto","Minto","Somerset","St","Ramp",-34.02769333,150.8422318,0,569,"-34.02769333,150.8422318"
"Morisset","Morisset","Macquarie","St","Lift",-33.10903664,151.4882907,0,574,"-33.10903664,151.4882907"
"Morisset","Morisset","Macquarie","St","Ramp",-33.1090292,151.4882497,0,575,"-33.1090292,151.4882497"
"Morisset","Morisset","Dora","St","Lift",-33.10883807,151.4881562,0,576,"-33.10883807,151.4881562"
"Morisset","Morisset","Dora","St","Ramp",-33.10895092,151.4878847,0,579,"-33.10895092,151.4878847"
"Museum","Museum","Elizabeth","St","Escalators",-33.87691361,151.209825,0,605,"-33.87691361,151.209825"
"Museum","Museum","Elizabeth","St","Lift",-33.87659188,151.2097343,0,607,"-33.87659188,151.2097343"
"Museum","Museum","Elizabeth","St","Escalators",-33.87482734,151.209529,0,608,"-33.87482734,151.209529"
"Museum","Museum","Liverpool","St","Escalators",-33.87671276,151.2092181,0,609,"-33.87671276,151.2092181"
"Muswellbrook","Muswellbrook","Market","St","Ramp",-32.26744191,150.890863,0,611,"-32.26744191,150.890863"
"Newtown","Newtown","King","St","Lift",-33.89794821,151.1788919,0,623,"-33.89794821,151.1788919"
"Newtown","Newtown","King","St","Ramp",-33.89787696,151.1788814,0,624,"-33.89787696,151.1788814"
"North Strathfield","North Strathfield","Hamilton","St","Ramp",-33.8597069,151.0882075,0,632,"-33.8597069,151.0882075"
"North Wollongong","North Wollongong","Station","St","Lift",-34.41211138,150.8915284,0,637,"-34.41211138,150.8915284"
"North Wollongong","North Wollongong","Porter","St","Lift",-34.41208516,150.8913613,0,638,"-34.41208516,150.8913613"
"Noth Strathfield","Noth Strathfield","Pomeroy","St","Ramp",-33.85755734,151.0873986,0,641,"-33.85755734,151.0873986"
"Ourimbah","Ourimbah","Mill","St","Ramp",-33.35955493,151.3701089,0,665,"-33.35955493,151.3701089"
"Panania","Panania","Weston","St","Ramp",-33.95440402,150.998267,0,676,"-33.95440402,150.998267"
"Parramatta","Parramatta","Darcy","St","Lift",-33.81707893,151.0049168,0,681,"-33.81707893,151.0049168"
"Pendle Hill","Pendle Hill","Joyce","St","Ramp",-33.80135205,150.9559293,0,689,"-33.80135205,150.9559293"
"Pennant Hills","Pennant Hills","Railway","St","Lift",-33.73795586,151.0726265,0,692,"-33.73795586,151.0726265"
"Pennant Hills","Pennant Hills","Railway","St","Ramp",-33.73816108,151.0725647,0,695,"-33.73816108,151.0725647"
"Penrith","Penrith","Jane","St","Lift",-33.75028162,150.6964333,0,700,"-33.75028162,150.6964333"
"Picton","Picton","Station","St","Lift",-34.17921166,150.6126647,0,713,"-34.17921166,150.6126647"
"Revesby","Revesby","Blamey","St","Lift",-33.95273626,151.0152327,0,738,"-33.95273626,151.0152327"
"Rhodes","Rhodes","Walker","St","Lift",-33.83045691,151.0868768,0,741,"-33.83045691,151.0868768"
"Richmond","Richmond","E Market","St","Ramp",-33.5988545,150.7522539,0,744,"-33.5988545,150.7522539"
"Rockdale","Rockdale","Railway","St","Ramp",-33.95191037,151.1364413,0,753,"-33.95191037,151.1364413"
"Roseville","Roseville","Hill","St","Ramp",-33.78434859,151.1778664,0,762,"-33.78434859,151.1778664"
"Schofields","Schofields","Bridge","St","Lift",-33.70454498,150.8736108,0,774,"-33.70454498,150.8736108"
"Sefton","Sefton","Helen","St","Lift",-33.88516272,151.0118417,0,777,"-33.88516272,151.0118417"
"Singleton","Singleton","Munro","St","Ramp",-32.57196082,151.1656827,0,790,"-32.57196082,151.1656827"
"Singleton","Singleton","Munro","St","Ramp",-32.5718537,151.1655409,0,791,"-32.5718537,151.1655409"
"Springwood","Springwood","Station","St","Ramp",-33.69896475,150.5633045,0,795,"-33.69896475,150.5633045"
"St James","St James","Elizabeth","St","Lift",-33.870678,151.2104842,0,798,"-33.870678,151.2104842"
"St Leonards","St Leonards","Herbert","St","Lift",-33.82232319,151.1936479,0,802,"-33.82232319,151.1936479"
"St Leonards","St Leonards","Herbert","St","Lift",-33.82243079,151.1933676,0,805,"-33.82243079,151.1933676"
"St Marys","St Marys","Station","St","Lift",-33.76235089,150.7750575,0,807,"-33.76235089,150.7750575"
"Stanmore","Stanmore","Douglas","St","Ramp",-33.89416485,151.1642047,0,812,"-33.89416485,151.1642047"
"Stanmore","Stanmore","Trafalgar","St","Ramp",-33.89467603,151.1641571,0,813,"-33.89467603,151.1641571"
"Telarah","Telarah","Johnson","St","Ramp",-32.72323179,151.5398951,0,844,"-32.72323179,151.5398951"
"Telopea","Telopea","Sturt","St","Ramp",-33.79424948,151.0415241,0,847,"-33.79424948,151.0415241"
"Teralba","Teralba","William","St","Ramp",-32.96276877,151.60415,0,855,"-32.96276877,151.60415"
"Thirroul","Thirroul","Station","St","Lift",-34.31799787,150.9192528,0,860,"-34.31799787,150.9192528"
"Thornton","Thornton","Karuah","St","Lift",-32.78356119,151.6399551,0,867,"-32.78356119,151.6399551"
"Warwick Farm","Warwick Farm","Warwick","St","Lift",-33.91340518,150.9352764,0,918,"-33.91340518,150.9352764"
"Waterfall","Waterfall","Kooraban","St","Ramp",-34.13517267,150.994605,0,921,"-34.13517267,150.994605"
"Wentworth Park LR","Wentworth Park LR","Wattle","St","Ramp",-33.87506758,151.1935385,0,927,"-33.87506758,151.1935385"
"Werrington","Werrington","Railway","St","Lift",-33.75920751,150.7574014,0,935,"-33.75920751,150.7574014"
"Wollongong","Wollongong","Crown","St","Lift",-34.42645671,150.8884344,0,959,"-34.42645671,150.8884344"
"Wollongong","Wollongong","Crown","St","Lift",-34.42642506,150.8882201,0,960,"-34.42642506,150.8882201"
"Woolooware","Woolooware","Swan","St","Lift",-34.04765603,151.1435849,0,977,"-34.04765603,151.1435849"
"Woy Woy","Woy Woy","Railway","St","Ramp",-33.48527377,151.3237255,0,982,"-33.48527377,151.3237255"
"Woy Woy","Woy Woy","Railway","St","Lift",-33.48585711,151.3233847,0,983,"-33.48585711,151.3233847"
"Wynyard","Wynyard","Napoleon","St","Lift",-33.86534132,151.203967,0,999,"-33.86534132,151.203967"
"Wyong","Wyong","Howarth","St","Lift",-33.2853325,151.4255494,0,1001,"-33.2853325,151.4255494"
"Yennora","Yennora","Railway","St","Ramp",-33.86502912,150.9707162,0,1008,"-33.86502912,150.9707162"
"Adamstown","Adamstown","St James","Rd","Ramp",-32.93340162,151.7203474,0,5,"-32.93340162,151.7203474"
"Arlington LR","Arlington LR","Constitution","Rd","Path",-33.9020497,151.1380434,0,17,"-33.9020497,151.1380434"
"Artarmon","Artarmon","Hampden","Rd","Lift",-33.80875941,151.1847201,0,23,"-33.80875941,151.1847201"
"Awaba","Awaba","Wilton","Rd","Ramp",-33.01310914,151.5420747,0,38,"-33.01310914,151.5420747"
"Bargo","Bargo","Great Southern","Rd","Path",-34.29097858,150.5801756,0,46,"-34.29097858,150.5801756"
"Bargo","Bargo","Great Southern","Rd","Ramp",-34.29098411,150.5801501,0,47,"-34.29098411,150.5801501"
"Beecroft","Beecroft","Sutherland","Rd","Path",-33.74921627,151.0667339,0,50,"-33.74921627,151.0667339"
"Bell","Bell","Sandham","Rd","Ramp",-33.5061656,150.2793612,0,53,"-33.5061656,150.2793612"
"Belmore","Belmore","Burwood","Rd","Lift",-33.91724884,151.0883372,0,56,"-33.91724884,151.0883372"
"Berala","Berala","Woodburn","Rd","Path",-33.87139384,151.0323272,0,59,"-33.87139384,151.0323272"
"Berry","Berry","Station","Rd","Path",-34.78027342,150.6967235,0,65,"-34.78027342,150.6967235"
"Beverly Hills","Beverly Hills","King Georges","Rd","Lift",-33.94913026,151.0808291,0,67,"-33.94913026,151.0808291"
"Bowral","Bowral","Kirkham","Rd","Path",-34.47763745,150.4167974,0,96,"-34.47763745,150.4167974"
"Broadmeadow","Broadmeadow","Brown","Rd","Ramp",-32.92216413,151.7352213,0,104,"-32.92216413,151.7352213"
"Broadmeadow","Broadmeadow","Graham","Rd","Ramp",-32.92289153,151.7350658,0,105,"-32.92289153,151.7350658"
"Bulli","Bulli","Park","Rd","Lift",-34.33384472,150.9150696,0,109,"-34.33384472,150.9150696"
"Bulli","Bulli","Park","Rd","Lift",-34.3338201,150.9149316,0,110,"-34.3338201,150.9149316"
"Burradoo","Burradoo","Burradoo","Rd","Path",-34.49418601,150.3981296,0,115,"-34.49418601,150.3981296"
"Burradoo","Burradoo","Burradoo","Rd","Ramp",-34.49418573,150.3978582,0,116,"-34.49418573,150.3978582"
"Burwood","Burwood","Burwood","Rd","Path",-33.87718853,151.1038248,0,118,"-33.87718853,151.1038248"
"Canterbury","Canterbury","Canterbury","Rd","Path",-33.9121163,151.1190137,0,138,"-33.9121163,151.1190137"
"Cardiff","Cardiff","Main","Rd","Path",-32.9412794,151.6628198,0,141,"-32.9412794,151.6628198"
"Carlingford","Carlingford","Pennant Hills","Rd","Path",-33.78304357,151.0463511,0,150,"-33.78304357,151.0463511"
"Casula","Casula","Casula","Rd","Lift",-33.95035283,150.9120798,0,159,"-33.95035283,150.9120798"
"Casula","Casula","Casula","Rd","Lift",-33.9501874,150.9117283,0,160,"-33.9501874,150.9117283"
"Casula","Casula","Casula","Rd","Path",-33.95036803,150.9117058,0,161,"-33.95036803,150.9117058"
"Chatswood","Chatswood","Orchard","Rd","Escalators",-33.79673649,151.1813641,0,181,"-33.79673649,151.1813641"
"Chatswood","Chatswood","Orchard","Rd","Lift",-33.79673526,151.1811761,0,185,"-33.79673526,151.1811761"
"Cheltenham","Cheltenham","Cheltenham","Rd","Lift",-33.75543909,151.0781092,0,193,"-33.75543909,151.0781092"
"Chester Hil","Chester Hil","Chester Hill","Rd","Path",-33.88368818,151.0004627,0,194,"-33.88368818,151.0004627"
"Clarendon","Clarendon","Racecource","Rd","Ramp",-33.60844245,150.7878928,0,205,"-33.60844245,150.7878928"
"Clarendon","Clarendon","Racecource","Rd","Path",-33.60848854,150.787844,0,206,"-33.60848854,150.787844"
"Clarendon","Clarendon","Racecource","Rd","Ramp",-33.60859421,150.7877637,0,207,"-33.60859421,150.7877637"
"Cockle Creek","Cockle Creek","Creek Reserve","Rd","Path",-32.94287548,151.6238126,0,212,"-32.94287548,151.6238126"
"Dapto","Dapto","Bong Bong","Rd","Path",-34.49348285,150.7914602,0,238,"-34.49348285,150.7914602"
"Dapto","Dapto","Bong Bong","Rd","Path",-34.493435,150.7913065,0,239,"-34.493435,150.7913065"
"Dora Creek","Dora Creek","Main","Rd","Path",-33.0838231,151.5010419,0,248,"-33.0838231,151.5010419"
"Douglas Park","Douglas Park","Camden","Rd","Path",-34.18323382,150.7105466,0,251,"-34.18323382,150.7105466"
"Douglas Park","Douglas Park","Camden","Rd","Path",-34.18330344,150.7105388,0,252,"-34.18330344,150.7105388"
"Dulwich Grove LR","Dulwich Grove LR","New Canterbury","Rd","Lift",-33.9047721,151.1389753,0,254,"-33.9047721,151.1389753"
"Dundas","Dundas","Kissing Point","Rd","Ramp",-33.80388354,151.0329178,0,258,"-33.80388354,151.0329178"
"Dundas","Dundas","Kissing Point","Rd","Path",-33.80339752,151.032467,0,260,"-33.80339752,151.032467"
"East Hills","East Hills","Park","Rd","Ramp",-33.96157358,150.9844493,0,264,"-33.96157358,150.9844493"
"East Hills","East Hills","Park","Rd","Ramp",-33.96173087,150.9842552,0,266,"-33.96173087,150.9842552"
"Edgecliff","Edgecliff","New South Head","Rd","Path",-33.87893677,151.236154,0,275,"-33.87893677,151.236154"
"Emu Plains","Emu Plains","Old Bathurst","Rd","Lift",-33.74582701,150.6713326,0,280,"-33.74582701,150.6713326"
"Epping","Epping","Beecroft","Rd","Lift",-33.77265225,151.0818045,0,288,"-33.77265225,151.0818045"
"Epping","Epping","Beecroft","Rd","Lift",-33.77272037,151.0815679,0,290,"-33.77272037,151.0815679"
"Ersineville","Ersineville","Erskineville","Rd","Path",-33.90005302,151.1855565,0,291,"-33.90005302,151.1855565"
"Exeter","Exeter","Ringwood","Rd","Path",-34.61346677,150.3177998,0,292,"-34.61346677,150.3177998"
"Exeter","Exeter","Bundanoon","Rd","Path",-34.61337723,150.3173592,0,293,"-34.61337723,150.3173592"
"Gosford","Gosford","Showground","Rd","Path",-33.42338314,151.3414013,0,333,"-33.42338314,151.3414013"
"Goulburn","Goulburn","Park","Rd","Path",-34.75812698,149.7192494,0,335,"-34.75812698,149.7192494"
"Guildford","Guildford","Military","Rd","Ramp",-33.8538226,150.984647,0,345,"-33.8538226,150.984647"
"Guildford","Guildford","Military","Rd","Ramp",-33.85416769,150.9844037,0,348,"-33.85416769,150.9844037"
"Guildford","Guildford","Military","Rd","Lift",-33.85449232,150.984227,0,351,"-33.85449232,150.984227"
"Gymea","Gymea","Gymea Bay","Rd","Lift",-34.03490791,151.0852082,0,352,"-34.03490791,151.0852082"
"Hawthorne LR","Hawthorne LR","Darley","Rd","Path",-33.87958216,151.1475502,0,362,"-33.87958216,151.1475502"
"Hawthorne LR","Hawthorne LR","Darley","Rd","Path",-33.8795003,151.1471067,0,363,"-33.8795003,151.1471067"
"Helensburgh","Helensburgh","Tunnel","Rd","Lift",-34.17718912,150.9942468,0,371,"-34.17718912,150.9942468"
"Hilldale","Hilldale","Hilldale","Rd","Ramp",-32.50448435,151.649805,0,376,"-32.50448435,151.649805"
"Hurstville","Hurstville","Forest","Rd","Ramp",-33.96651714,151.1019021,0,393,"-33.96651714,151.1019021"
"Hurstville","Hurstville","Forest","Rd","Escalators",-33.96651714,151.1019021,0,394,"-33.96651714,151.1019021"
"Ingleburn","Ingleburn","Ingleburn","Rd","Ramp",-33.99760206,150.8646186,0,396,"-33.99760206,150.8646186"
"Ingleburn","Ingleburn","Stanley","Rd","Ramp",-33.99742169,150.8643133,0,398,"-33.99742169,150.8643133"
"Jubilee Park LR","Jubilee Park LR","Chapman","Rd","Ramp",-33.87533885,151.1785977,0,409,"-33.87533885,151.1785977"
"Jubilee Park LR","Jubilee Park LR","Chapman","Rd","Ramp",-33.87556013,151.1783683,0,410,"-33.87556013,151.1783683"
"Katoomba","Katoomba","Bathurst","Rd","Ramp",-33.71227605,150.3121389,0,412,"-33.71227605,150.3121389"
"Katoomba","Katoomba","Bathurst","Rd","Lift",-33.7122822,150.3119825,0,413,"-33.7122822,150.3119825"
"Kingsgrove","Kingsgrove","Kingsgrove","Rd","Lift",-33.94048039,151.100874,0,423,"-33.94048039,151.100874"
"Kingswood","Kingswood","Richmond","Rd","Ramp",-33.75823391,150.7202398,0,425,"-33.75823391,150.7202398"
"Kirrawee","Kirrawee","Oak","Rd","Path",-34.03491126,151.0710203,0,429,"-34.03491126,151.0710203"
"Lapstone","Lapstone","Explorers","Rd","Ramp",-33.77327862,150.6426352,0,443,"-33.77327862,150.6426352"
"Leichhardt North LR","Leichhardt North LR","City West Link","Rd","Path",-33.874998,151.1535804,0,451,"-33.874998,151.1535804"
"Leightonfield","Leightonfield","Christina","Rd","Ramp",-33.88126383,150.984962,0,453,"-33.88126383,150.984962"
"Leppingon","Leppingon","Rickard","Rd","Lift",-33.95451545,150.8082463,0,455,"-33.95451545,150.8082463"
"Leumeah","Leumeah","O'Sullivan","Rd","Lift",-34.05067487,150.8308056,0,456,"-34.05067487,150.8308056"
"Leumeah","Leumeah","Plough Inn","Rd","Path",-34.05031272,150.8307679,0,457,"-34.05031272,150.8307679"
"Leumeah","Leumeah","Old Leumeah","Rd","Ramp",-34.05080184,150.8307251,0,458,"-34.05080184,150.8307251"
"Leumeah","Leumeah","Plough Inn","Rd","Lift",-34.0504822,150.8305609,0,461,"-34.0504822,150.8305609"
"Leumeah","Leumeah","O'Sullivan","Rd","Ramp",-34.05102916,150.8304338,0,462,"-34.05102916,150.8304338"
"Macarthur","Macarthur","Menangle","Rd","Lift",-34.07249292,150.7974781,0,499,"-34.07249292,150.7974781"
"Macarthur","Macarthur","Menangle","Rd","Lift",-34.07221782,150.7973884,0,500,"-34.07221782,150.7973884"
"Macquarie Park","Macquarie Park","Lane Cove","Rd","Lift",-33.78544457,151.128497,0,506,"-33.78544457,151.128497"
"Macquarie Park","Macquarie Park","Lane Cove","Rd","Escalators",-33.78536823,151.1284456,0,507,"-33.78536823,151.1284456"
"Macquarie Park","Macquarie Park","Lane Cove","Rd","Escalators",-33.78507899,151.1280042,0,508,"-33.78507899,151.1280042"
"Macquarie Park","Macquarie Park","Lane Cove","Rd","Lift",-33.78506256,151.1279791,0,509,"-33.78506256,151.1279791"
"Macquarie University","Macquarie University","Herring","Rd","Lift",-33.77743582,151.1184713,0,510,"-33.77743582,151.1184713"
"Macquarie University","Macquarie University","Herring","Rd","Escalators",-33.7774169,151.1184131,0,511,"-33.7774169,151.1184131"
"Macquarie University","Macquarie University","Herring","Rd","Escalators",-33.77721132,151.1181043,0,512,"-33.77721132,151.1181043"
"Macquarie University","Macquarie University","Herring","Rd","Lift",-33.77716806,151.1180933,0,513,"-33.77716806,151.1180933"
"Marayong","Marayong","Harvey","Rd","Lift",-33.74601717,150.9003098,0,516,"-33.74601717,150.9003098"
"Marrickville","Marrickville","Illawarra","Rd","Lift",-33.91378174,151.1531819,0,522,"-33.91378174,151.1531819"
"Marrickville","Marrickville","Illawarra","Rd","Lift",-33.91383568,151.1531518,0,523,"-33.91383568,151.1531518"
"Meadowbank","Meadowbank","Constitution","Rd","Lift",-33.81566979,151.0902245,0,537,"-33.81566979,151.0902245"
"Menangle","Menangle","Stevens","Rd","Ramp",-34.12539404,150.7441804,0,543,"-34.12539404,150.7441804"
"Menangle","Menangle","Stevens","Rd","Path",-34.12585573,150.7440669,0,544,"-34.12585573,150.7440669"
"Menangle Park","Menangle Park","Racecourse","Rd","Ramp",-34.10338507,150.7449509,0,546,"-34.10338507,150.7449509"
"Milsons Point","Milsons Point","Ennis","Rd","Ramp",-33.84579562,151.212403,0,560,"-33.84579562,151.212403"
"Mindaribba","Mindaribba","Tocal","Rd","Ramp",-32.66835055,151.5845537,0,562,"-32.66835055,151.5845537"
"Minto","Minto","Minto","Rd","Lift",-34.02764472,150.8425642,0,565,"-34.02764472,150.8425642"
"Minto","Minto","Minto","Rd","Ramp",-34.02776996,150.8425506,0,566,"-34.02776996,150.8425506"
"Miranda","Miranda","Kiora","Rd","Ramp",-34.036075,151.1019708,0,571,"-34.036075,151.1019708"
"Moss Vale","Moss Vale","Lackey","Rd","Path",-34.54759291,150.3718707,0,585,"-34.54759291,150.3718707"
"Mulgrave","Mulgrave","Mulgrave","Rd","Ramp",-33.62649899,150.8298983,0,603,"-33.62649899,150.8298983"
"Narwee","Narwee","Hannans","Rd","Path",-33.9475007,151.0707991,0,617,"-33.9475007,151.0707991"
"Normanhurst","Normanhurst","Malsbury","Rd","Path",-33.72064788,151.0969021,0,628,"-33.72064788,151.0969021"
"North Ryde","North Ryde","Delhi","Rd","Lift",-33.79455215,151.1379256,0,629,"-33.79455215,151.1379256"
"North Ryde","North Ryde","Delhi","Rd","Escalators",-33.79451462,151.1379238,0,630,"-33.79451462,151.1379238"
"Oatley","Oatley","Mulga","Rd","Lift",-33.980259,151.0787615,0,647,"-33.980259,151.0787615"
"Olympic Park","Olympic Park","Showground","Rd","Path",-33.84698401,151.0682717,0,660,"-33.84698401,151.0682717"
"Otford","Otford","Lady Carrington","Rd","Ramp",-34.21072283,151.0055213,0,662,"-34.21072283,151.0055213"
"Padstow","Padstow","Howard","Rd","Ramp",-33.9520945,151.0320242,0,671,"-33.9520945,151.0320242"
"Pennant Hills","Pennant Hills","Yarrara","Rd","Path",-33.73771583,151.0726063,0,693,"-33.73771583,151.0726063"
"Pennant Hills","Pennant Hills","Yarrara","Rd","Lift",-33.73786579,151.0724987,0,696,"-33.73786579,151.0724987"
"Penrose","Penrose","Penrose","Rd","Path",-34.67230549,150.2122744,0,702,"-34.67230549,150.2122744"
"Penrose","Penrose","Kareela","Rd","Path",-34.6721605,150.212086,0,703,"-34.6721605,150.212086"
"Penshurst","Penshurst","Laycock","Rd","Ramp",-33.96633248,151.088801,0,705,"-33.96633248,151.088801"
"Penshurst","Penshurst","Bridge","Rd","Lift",-33.96609707,151.0886682,0,707,"-33.96609707,151.0886682"
"Port Kembla","Port Kembla","Old Port","Rd","Ramp",-34.47718852,150.9028567,0,717,"-34.47718852,150.9028567"
"Quakers Hill","Quakers Hill","Pearce","Rd","Lift",-33.72731055,150.886272,0,725,"-33.72731055,150.886272"
"Regents Park","Regents Park","Park","Rd","Ramp",-33.88324672,151.0237008,0,734,"-33.88324672,151.0237008"
"Rhodes","Rhodes","Blaxland","Rd","Lift",-33.83064963,151.0872234,0,740,"-33.83064963,151.0872234"
"Riverwood","Riverwood","Belmore","Rd","Path",-33.9514708,151.0525622,0,748,"-33.9514708,151.0525622"
"Rooty Hill","Rooty Hill","Rooty Hill North","Rd","Ramp",-33.77124814,150.8438721,0,758,"-33.77124814,150.8438721"
"Sefton","Sefton","Wellington","Rd","Lift",-33.88549648,151.0117978,0,778,"-33.88549648,151.0117978"
"Springwood","Springwood","Macquarie","Rd","Ramp",-33.69936145,150.5635226,0,794,"-33.69936145,150.5635226"
"St James","St James","James","Rd","Ramp",-33.87003326,151.2112893,0,797,"-33.87003326,151.2112893"
"St Marys","St Marys","Forrester","Rd","Lift",-33.76189765,150.7751589,0,806,"-33.76189765,150.7751589"
"Strathfield","Strathfield","Everton","Rd","Lift",-33.87146835,151.0946037,0,816,"-33.87146835,151.0946037"
"Strathfield","Strathfield","Albert","Rd","Ramp",-33.87185964,151.0938299,0,819,"-33.87185964,151.0938299"
"Taverners Hill LR","Taverners Hill LR","Parramatta","Rd","Lift",-33.8895669,151.145176,0,840,"-33.8895669,151.145176"
"Taverners Hill LR","Taverners Hill LR","Parramatta","Rd","Lift",-33.88990657,151.1451041,0,841,"-33.88990657,151.1451041"
"Telopea","Telopea","Adderton","Rd","Ramp",-33.79402152,151.0412637,0,849,"-33.79402152,151.0412637"
"The Star LR","The Star LR","Pirrama","Rd","Path",-33.8672709,151.1957096,0,858,"-33.8672709,151.1957096"
"Towradgi","Towradgi","Towradgi","Rd","Ramp",-34.38408404,150.9016675,0,879,"-34.38408404,150.9016675"
"Towradgi","Towradgi","Towradgi","Rd","Ramp",-34.38412652,150.9013586,0,880,"-34.38412652,150.9013586"
"Vineyard","Vineyard","Bandon","Rd","Ramp",-33.65018802,150.851063,0,897,"-33.65018802,150.851063"
"Wallarobba","Wallarobba","Wallarobba Brookfield","Rd","Ramp",-32.49615032,151.6956921,0,901,"-32.49615032,151.6956921"
"Warabrook","Warabrook","Ring","Rd","Ramp",-32.88848678,151.709521,0,903,"-32.88848678,151.709521"
"Warnervale","Warnervale","Warnervale","Rd","Path",-33.2473843,151.4491366,0,908,"-33.2473843,151.4491366"
"Warnervale","Warnervale","Warnervale","Rd","Path",-33.24713278,151.4488456,0,909,"-33.24713278,151.4488456"
"Waverton","Waverton","Bay","Rd","Path",-33.83756728,151.1974683,0,922,"-33.83756728,151.1974683"
"Waverton","Waverton","Bay","Rd","Path",-33.83761043,151.1973366,0,923,"-33.83761043,151.1973366"
"Wentworth Park LR","Wentworth Park LR","Pyrmont Bridge","Rd","Path",-33.8742417,151.1940945,0,926,"-33.8742417,151.1940945"
"Wiley Park","Wiley Park","King Georges","Rd","Ramp",-33.92278182,151.0680626,0,945,"-33.92278182,151.0680626"
"Wiley Park","Wiley Park","King Georges","Rd","Ramp",-33.92270486,151.0680185,0,946,"-33.92270486,151.0680185"
"Wirragula","Wirragula","Dungog","Rd","Ramp",-32.46292679,151.7424687,0,951,"-32.46292679,151.7424687"
"Wollstonecraft","Wollstonecraft","Shirley","Rd","Ramp",-33.83245952,151.1921823,0,965,"-33.83245952,151.1921823"
"Wollstonecraft","Wollstonecraft","Shirley","Rd","Path",-33.8326745,151.1917926,0,966,"-33.8326745,151.1917926"
"Woonona","Woonona","Park","Rd","Ramp",-34.34939351,150.9153897,0,978,"-34.34939351,150.9153897"
"Woonona","Woonona","Park","Rd","Ramp",-34.34932926,150.9151104,0,980,"-34.34932926,150.9151104"
"Woy Woy","Woy Woy","Blackwall","Rd","Path",-33.48597397,151.324352,0,981,"-33.48597397,151.324352"
"Wyee","Wyee","Wyee","Rd","Ramp",-33.17984054,151.48724,0,985,"-33.17984054,151.48724"
"Adamstown","Adamstown","St James","Rd","Stairs",-32.93341396,151.7203632,0,4,"-32.93341396,151.7203632"
"Artarmon","Artarmon","Hampden","Rd","Stairs",-33.80854065,151.1844285,0,24,"-33.80854065,151.1844285"
"Bell","Bell","Chiefley","Rd","Stairs",-33.50623435,150.2790794,0,54,"-33.50623435,150.2790794"
"Belmore","Belmore","Burwood","Rd","Stairs",-33.91722736,151.0883244,0,57,"-33.91722736,151.0883244"
"Beverly Hills","Beverly Hills","King Georges","Rd","Stairs",-33.94914069,151.0808676,0,66,"-33.94914069,151.0808676"
"Beverly Hills","Beverly Hills","King Georges","Rd","Stairs",-33.94926254,151.0804784,0,68,"-33.94926254,151.0804784"
"Bexley North","Bexley North","Bexley","Rd","Stairs",-33.9374812,151.1139261,0,69,"-33.9374812,151.1139261"
"Bowral","Bowral","Kirkham","Rd","Stairs",-34.47822202,150.4163793,0,100,"-34.47822202,150.4163793"
"Broadmeadow","Broadmeadow","Graham","Rd","Stairs",-32.92269277,151.7354129,0,103,"-32.92269277,151.7354129"
"Broadmeadow","Broadmeadow","Brown","Rd","Stairs",-32.92236891,151.7349462,0,106,"-32.92236891,151.7349462"
"Burwood","Burwood","Burwood","Rd","Stairs",-33.87704552,151.1038525,0,117,"-33.87704552,151.1038525"
"Campbelltown","Campbelltown","Farrow","Rd","Stairs",-34.06302424,150.8144097,0,129,"-34.06302424,150.8144097"
"Campbelltown","Campbelltown","Farrow","Rd","Stairs",-34.06332332,150.8140219,0,131,"-34.06332332,150.8140219"
